dcls_month,fin_co_no,fin_prdt_cd,intr_rate_type,intr_rate_type_nm,save_trm,intr_rate,intr_rate2,kor_co_nm,fin_prdt_nm,join_way,mtrt_int,spcl_cnd,join_deny,join_member,etc_note,max_limit,dcls_strt_day,dcls_end_day,fin_co_subm_day
202508,0010345,HK00001,S,단리,1,1.0,1.0,애큐온저축은행,정기예금,"영업점,인터넷,스마트폰,전화(텔레뱅킹)","만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용)
만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용)",없음,제한없음,제한없음,가입금액 1백만원이상,,20250801,,202508010920
202508,0010345,HK00001,S,단리,3,1.3,1.3,애큐온저축은행,정기예금,"영업점,인터넷,스마트폰,전화(텔레뱅킹)","만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용)
만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용)",없음,제한없음,제한없음,가입금액 1백만원이상,,20250801,,202508010920
202508,0010345,HK00001,S,단리,6,2.6,2.6,애큐온저축은행,정기예금,"영업점,인터넷,스마트폰,전화(텔레뱅킹)","만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용)
만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용)",없음,제한없음,제한없음,가입금액 1백만원이상,,20250801,,202508010920
202508,0010345,HK00001,S,단리,12,3.05,3.05,애큐온저축은행,정기예금,"영업점,인터넷,스마트폰,전화(텔레뱅킹)","만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용)
만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용)",없음,제한없음,제한없음,가입금액 1백만원이상,,20250801,,202508010920
202508,0010345,HK00001,S,단리,24,2.7,2.7,애큐온저축은행,정기예금,"영업점,인터넷,스마트폰,전화(텔레뱅킹)","만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용)
만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용)",없음,제한없음,제한없음,가입금액 1백만원이상,,20250801,,202508010920
202508,0010345,HK00001,S,단리,36,2.6,2.6,애큐온저축은행,정기예금,"영업점,인터넷,스마트폰,전화(텔레뱅킹)","만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용)
만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용)",없음,제한없음,제한없음,가입금액 1백만원이상,,20250801,,202508010920
202508,0010345,HK00001,M,복리,1,1.0,1.0,애큐온저축은행,정기예금,"영업점,인터넷,스마트폰,전화(텔레뱅킹)","만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용)
만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용)",없음,제한없음,제한없음,가입금액 1백만원이상,,20250801,,202508010920
202508,0010345,HK00001,M,복리,3,1.3,1.3,애큐온저축은행,정기예금,"영업점,인터넷,스마트폰,전화(텔레뱅킹)","만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용)
만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용)",없음,제한없음,제한없음,가입금액 1백만원이상,,20250801,,202508010920
202508,0010345,HK00001,M,복리,6,2.6,2.6,애큐온저축은행,정기예금,"영업점,인터넷,스마트폰,전화(텔레뱅킹)","만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용)
만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용)",없음,제한없음,제한없음,가입금액 1백만원이상,,20250801,,202508010920
202508,0010345,HK00001,M,복리,12,3.05,3.05,애큐온저축은행,정기예금,"영업점,인터넷,스마트폰,전화(텔레뱅킹)","만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용)
만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용)",없음,제한없음,제한없음,가입금액 1백만원이상,,20250801,,202508010920
202508,0010345,HK00001,M,복리,24,2.7,2.7,애큐온저축은행,정기예금,"영업점,인터넷,스마트폰,전화(텔레뱅킹)","만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용)
만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용)",없음,제한없음,제한없음,가입금액 1백만원이상,,20250801,,202508010920
202508,0010345,HK00001,M,복리,36,2.6,2.6,애큐온저축은행,정기예금,"영업점,인터넷,스마트폰,전화(텔레뱅킹)","만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용)
만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용)",없음,제한없음,제한없음,가입금액 1백만원이상,,20250801,,202508010920
202508,0010345,HK00006,S,단리,12,3.05,3.05,애큐온저축은행,플러스회전식정기예금(영업점),영업점,"만기후 1개월 이내 해지 시 : 마지막 회전기간 약정금리
만기후 1개월 초과 이후 해지 시 : 보통예금이율",없음,제한없음,제한없음,"가입금액: 1백만원 이상
1년단위 변동금리 상품 : 가입기간 36개월(가입후 매1년 회전주기 단위로 약정이율 변동)
약정이율 : 회전시점 정기예금 12개월금리+0.1% 
중도해지이율 : 완료된 회전주기기간은 중도해지시에도 회전 구간 별 약정금리제공
(미완료된 회전주기기간은 당행 정기예금 1년 내 중도해지금리 적용)",,20250801,,202508010920
202508,0010345,HK00006,S,단리,24,3.05,3.05,애큐온저축은행,플러스회전식정기예금(영업점),영업점,"만기후 1개월 이내 해지 시 : 마지막 회전기간 약정금리
만기후 1개월 초과 이후 해지 시 : 보통예금이율",없음,제한없음,제한없음,"가입금액: 1백만원 이상
1년단위 변동금리 상품 : 가입기간 36개월(가입후 매1년 회전주기 단위로 약정이율 변동)
약정이율 : 회전시점 정기예금 12개월금리+0.1% 
중도해지이율 : 완료된 회전주기기간은 중도해지시에도 회전 구간 별 약정금리제공
(미완료된 회전주기기간은 당행 정기예금 1년 내 중도해지금리 적용)",,20250801,,202508010920
202508,0010345,HK00006,S,단리,36,3.05,3.05,애큐온저축은행,플러스회전식정기예금(영업점),영업점,"만기후 1개월 이내 해지 시 : 마지막 회전기간 약정금리
만기후 1개월 초과 이후 해지 시 : 보통예금이율",없음,제한없음,제한없음,"가입금액: 1백만원 이상
1년단위 변동금리 상품 : 가입기간 36개월(가입후 매1년 회전주기 단위로 약정이율 변동)
약정이율 : 회전시점 정기예금 12개월금리+0.1% 
중도해지이율 : 완료된 회전주기기간은 중도해지시에도 회전 구간 별 약정금리제공
(미완료된 회전주기기간은 당행 정기예금 1년 내 중도해지금리 적용)",,20250801,,202508010920
202508,0010345,HK00006,M,복리,12,3.05,3.05,애큐온저축은행,플러스회전식정기예금(영업점),영업점,"만기후 1개월 이내 해지 시 : 마지막 회전기간 약정금리
만기후 1개월 초과 이후 해지 시 : 보통예금이율",없음,제한없음,제한없음,"가입금액: 1백만원 이상
1년단위 변동금리 상품 : 가입기간 36개월(가입후 매1년 회전주기 단위로 약정이율 변동)
약정이율 : 회전시점 정기예금 12개월금리+0.1% 
중도해지이율 : 완료된 회전주기기간은 중도해지시에도 회전 구간 별 약정금리제공
(미완료된 회전주기기간은 당행 정기예금 1년 내 중도해지금리 적용)",,20250801,,202508010920
202508,0010345,HK00006,M,복리,24,3.05,3.05,애큐온저축은행,플러스회전식정기예금(영업점),영업점,"만기후 1개월 이내 해지 시 : 마지막 회전기간 약정금리
만기후 1개월 초과 이후 해지 시 : 보통예금이율",없음,제한없음,제한없음,"가입금액: 1백만원 이상
1년단위 변동금리 상품 : 가입기간 36개월(가입후 매1년 회전주기 단위로 약정이율 변동)
약정이율 : 회전시점 정기예금 12개월금리+0.1% 
중도해지이율 : 완료된 회전주기기간은 중도해지시에도 회전 구간 별 약정금리제공
(미완료된 회전주기기간은 당행 정기예금 1년 내 중도해지금리 적용)",,20250801,,202508010920
202508,0010345,HK00006,M,복리,36,3.05,3.05,애큐온저축은행,플러스회전식정기예금(영업점),영업점,"만기후 1개월 이내 해지 시 : 마지막 회전기간 약정금리
만기후 1개월 초과 이후 해지 시 : 보통예금이율",없음,제한없음,제한없음,"가입금액: 1백만원 이상
1년단위 변동금리 상품 : 가입기간 36개월(가입후 매1년 회전주기 단위로 약정이율 변동)
약정이율 : 회전시점 정기예금 12개월금리+0.1% 
중도해지이율 : 완료된 회전주기기간은 중도해지시에도 회전 구간 별 약정금리제공
(미완료된 회전주기기간은 당행 정기예금 1년 내 중도해지금리 적용)",,20250801,,202508010920
202508,0010345,HK00007,S,단리,12,2.8,2.85,애큐온저축은행,애큐온모바일예금,스마트폰,"만기후 1개월 이내 해지시 : 약정금리 
만기후 1개월 초과 이후 해지 시 : 보통예금이율","모바일 가입 : 연 0.10%
(고시금리 포함)

멤버십 동의 : 연 0.050%
(고시금리 미포함)",제한없음,제한없음,"가입금액 1백만원이상
1인1계좌
모바일전용가입상품",,20250401,,202504010857
202508,0010345,HK00007,M,복리,12,2.8,2.85,애큐온저축은행,애큐온모바일예금,스마트폰,"만기후 1개월 이내 해지시 : 약정금리 
만기후 1개월 초과 이후 해지 시 : 보통예금이율","모바일 가입 : 연 0.10%
(고시금리 포함)

멤버십 동의 : 연 0.050%
(고시금리 미포함)",제한없음,제한없음,"가입금액 1백만원이상
1인1계좌
모바일전용가입상품",,20250401,,202504010857
202508,0010345,HK00009,S,단리,12,3.15,3.15,애큐온저축은행,플러스회전식정기예금(모바일),스마트폰,"만기후 1개월 이내 해지 시 : 마지막 회전기간 약정금리
만기후 1개월 초과 이후 해지 시 : 보통예금이율",없음,제한없음,제한없음,"가입금액: 1백만원 이상
1년단위 변동금리 상품 : 가입기간 36개월(가입후 매1년 회전주기 단위로 약정이율 변동)
약정이율 : 회전시점 정기예금 12개월금리+0.1% 
중도해지이율 : 완료된 회전주기기간은 중도해지시에도 회전 구간 별 약정금리제공
(미완료된 회전주기기간은 당행 정기예금 1년 내 중도해지금리 적용)",,20250801,,202508010920
202508,0010345,HK00009,S,단리,24,3.15,3.15,애큐온저축은행,플러스회전식정기예금(모바일),스마트폰,"만기후 1개월 이내 해지 시 : 마지막 회전기간 약정금리
만기후 1개월 초과 이후 해지 시 : 보통예금이율",없음,제한없음,제한없음,"가입금액: 1백만원 이상
1년단위 변동금리 상품 : 가입기간 36개월(가입후 매1년 회전주기 단위로 약정이율 변동)
약정이율 : 회전시점 정기예금 12개월금리+0.1% 
중도해지이율 : 완료된 회전주기기간은 중도해지시에도 회전 구간 별 약정금리제공
(미완료된 회전주기기간은 당행 정기예금 1년 내 중도해지금리 적용)",,20250801,,202508010920
202508,0010345,HK00009,S,단리,36,3.15,3.15,애큐온저축은행,플러스회전식정기예금(모바일),스마트폰,"만기후 1개월 이내 해지 시 : 마지막 회전기간 약정금리
만기후 1개월 초과 이후 해지 시 : 보통예금이율",없음,제한없음,제한없음,"가입금액: 1백만원 이상
1년단위 변동금리 상품 : 가입기간 36개월(가입후 매1년 회전주기 단위로 약정이율 변동)
약정이율 : 회전시점 정기예금 12개월금리+0.1% 
중도해지이율 : 완료된 회전주기기간은 중도해지시에도 회전 구간 별 약정금리제공
(미완료된 회전주기기간은 당행 정기예금 1년 내 중도해지금리 적용)",,20250801,,202508010920
202508,0010345,HK00009,M,복리,12,3.15,3.15,애큐온저축은행,플러스회전식정기예금(모바일),스마트폰,"만기후 1개월 이내 해지 시 : 마지막 회전기간 약정금리
만기후 1개월 초과 이후 해지 시 : 보통예금이율",없음,제한없음,제한없음,"가입금액: 1백만원 이상
1년단위 변동금리 상품 : 가입기간 36개월(가입후 매1년 회전주기 단위로 약정이율 변동)
약정이율 : 회전시점 정기예금 12개월금리+0.1% 
중도해지이율 : 완료된 회전주기기간은 중도해지시에도 회전 구간 별 약정금리제공
(미완료된 회전주기기간은 당행 정기예금 1년 내 중도해지금리 적용)",,20250801,,202508010920
202508,0010345,HK00009,M,복리,24,3.15,3.15,애큐온저축은행,플러스회전식정기예금(모바일),스마트폰,"만기후 1개월 이내 해지 시 : 마지막 회전기간 약정금리
만기후 1개월 초과 이후 해지 시 : 보통예금이율",없음,제한없음,제한없음,"가입금액: 1백만원 이상
1년단위 변동금리 상품 : 가입기간 36개월(가입후 매1년 회전주기 단위로 약정이율 변동)
약정이율 : 회전시점 정기예금 12개월금리+0.1% 
중도해지이율 : 완료된 회전주기기간은 중도해지시에도 회전 구간 별 약정금리제공
(미완료된 회전주기기간은 당행 정기예금 1년 내 중도해지금리 적용)",,20250801,,202508010920
202508,0010345,HK00009,M,복리,36,3.15,3.15,애큐온저축은행,플러스회전식정기예금(모바일),스마트폰,"만기후 1개월 이내 해지 시 : 마지막 회전기간 약정금리
만기후 1개월 초과 이후 해지 시 : 보통예금이율",없음,제한없음,제한없음,"가입금액: 1백만원 이상
1년단위 변동금리 상품 : 가입기간 36개월(가입후 매1년 회전주기 단위로 약정이율 변동)
약정이율 : 회전시점 정기예금 12개월금리+0.1% 
중도해지이율 : 완료된 회전주기기간은 중도해지시에도 회전 구간 별 약정금리제공
(미완료된 회전주기기간은 당행 정기예금 1년 내 중도해지금리 적용)",,20250801,,202508010920
202508,0010345,HK00010,S,단리,12,2.85,2.85,애큐온저축은행,3-UP정기예금,"영업점,인터넷,스마트폰","만기후 1개월 이내 해지 시 : 각 구간별 약정금리의 평균금리
(2019.07.01 신규부터 적용)
만기후 1개월 초과 이후 해지 시 : 보통예금이율
(2019.07.01 신규부터 적용)",없음,제한없음,제한없음,"가입금액 1백만원이상
가입기간 12개월(가입후 매3개월 단위로 구간별 약정이율 변동)
약정이율 : 2.85%(평균금리)
(1구간 1.40%, 2구간 2.40%, 3구간 3.60%, 4구간 4.00%) 
중도해지이율 : 경과한 구간은 구간별 약정금리 + 잔여경과일수의 보통예금금리 제공
(3개월미만은 보통예금금리 이자율 적용)",,20250401,,202504010857
202508,0010345,HK00010,M,복리,12,2.85,2.85,애큐온저축은행,3-UP정기예금,"영업점,인터넷,스마트폰","만기후 1개월 이내 해지 시 : 각 구간별 약정금리의 평균금리
(2019.07.01 신규부터 적용)
만기후 1개월 초과 이후 해지 시 : 보통예금이율
(2019.07.01 신규부터 적용)",없음,제한없음,제한없음,"가입금액 1백만원이상
가입기간 12개월(가입후 매3개월 단위로 구간별 약정이율 변동)
약정이율 : 2.85%(평균금리)
(1구간 1.40%, 2구간 2.40%, 3구간 3.60%, 4구간 4.00%) 
중도해지이율 : 경과한 구간은 구간별 약정금리 + 잔여경과일수의 보통예금금리 제공
(3개월미만은 보통예금금리 이자율 적용)",,20250401,,202504010857
202508,0010345,HK00011,S,단리,12,2.85,2.85,애큐온저축은행,3-UP정기예금(모바일),스마트폰,"만기후 1개월 이내 해지 시 : 각 구간별 약정금리의 평균금리
(2019.07.01 신규부터 적용)
만기후 1개월 초과 이후 해지 시 : 보통예금이율
(2019.07.01 신규부터 적용)",없음,제한없음,제한없음,"가입금액 1백만원이상
가입기간 12개월(가입후 매3개월 단위로 구간별 약정이율 변동)
약정이율 : 2.85%(평균금리)
(1구간 1.40%, 2구간 2.40%, 3구간 3.60%, 4구간 4.00%) 
중도해지이율 : 경과한 구간은 구간별 약정금리 + 잔여경과일수의 보통예금금리 제공
(3개월미만은 보통예금금리 이자율 적용)",,20250401,,202504010857
202508,0010345,HK00011,M,복리,12,2.85,2.85,애큐온저축은행,3-UP정기예금(모바일),스마트폰,"만기후 1개월 이내 해지 시 : 각 구간별 약정금리의 평균금리
(2019.07.01 신규부터 적용)
만기후 1개월 초과 이후 해지 시 : 보통예금이율
(2019.07.01 신규부터 적용)",없음,제한없음,제한없음,"가입금액 1백만원이상
가입기간 12개월(가입후 매3개월 단위로 구간별 약정이율 변동)
약정이율 : 2.85%(평균금리)
(1구간 1.40%, 2구간 2.40%, 3구간 3.60%, 4구간 4.00%) 
중도해지이율 : 경과한 구간은 구간별 약정금리 + 잔여경과일수의 보통예금금리 제공
(3개월미만은 보통예금금리 이자율 적용)",,20250401,,202504010857
202508,0010345,HK00012,M,복리,12,3.15,3.25,애큐온저축은행,처음만난예금(모바일전용),스마트폰,"만기후 1개월 이내 해지시 : 약정금리 
만기후 1개월 초과 이후 해지 시 : 보통예금이율","최고우대금리 : 0.4%
- 당행 정기예금 첫거래 고객 우대 : 0.3%
(고시금리 포함)
- 개인(신용)정보 마케팅(SMS)동의 유지 : 0.1%
(고시금리 미포함)",일부제한,당행 정기예금 가입 이력이 없는 개인,"가입금액 1십만원 이상 1천만원 이하
1인1상품
모바일전용가입상품",10000000.0,20250801,,202508010920
202508,0010345,HK00013,S,단리,12,2.85,3.2,애큐온저축은행,다시만난예금(모바일전용),스마트폰,"만기후 1개월 이내 해지시 : 약정금리 
만기후 1개월 초과 이후 해지 시 : 보통예금이율","최고우대금리 : 0.35%
- 다시 거래하는 고객 우대(6개월 이상 정기예금 미보유 : 0.25%
(고시금리 미포함)
- 다시 거래하는 고객 우대(12개월 이상 정기예금 미보유 : 0.35%
(고시금리 미포함)",일부제한,개인,"가입금액 : 1십만원 이상 3천만원 이하
가입기간 : 7개월 ~24개월
1인1계좌
모바일전용가입상품",30000000.0,20250801,,202508010920
202508,0010345,HK00013,S,단리,24,2.7,3.05,애큐온저축은행,다시만난예금(모바일전용),스마트폰,"만기후 1개월 이내 해지시 : 약정금리 
만기후 1개월 초과 이후 해지 시 : 보통예금이율","최고우대금리 : 0.35%
- 다시 거래하는 고객 우대(6개월 이상 정기예금 미보유 : 0.25%
(고시금리 미포함)
- 다시 거래하는 고객 우대(12개월 이상 정기예금 미보유 : 0.35%
(고시금리 미포함)",일부제한,개인,"가입금액 : 1십만원 이상 3천만원 이하
가입기간 : 7개월 ~24개월
1인1계좌
모바일전용가입상품",30000000.0,20250801,,202508010920
202508,0010345,HK00013,M,복리,12,2.85,3.2,애큐온저축은행,다시만난예금(모바일전용),스마트폰,"만기후 1개월 이내 해지시 : 약정금리 
만기후 1개월 초과 이후 해지 시 : 보통예금이율","최고우대금리 : 0.35%
- 다시 거래하는 고객 우대(6개월 이상 정기예금 미보유 : 0.25%
(고시금리 미포함)
- 다시 거래하는 고객 우대(12개월 이상 정기예금 미보유 : 0.35%
(고시금리 미포함)",일부제한,개인,"가입금액 : 1십만원 이상 3천만원 이하
가입기간 : 7개월 ~24개월
1인1계좌
모바일전용가입상품",30000000.0,20250801,,202508010920
202508,0010345,HK00013,M,복리,24,2.7,3.05,애큐온저축은행,다시만난예금(모바일전용),스마트폰,"만기후 1개월 이내 해지시 : 약정금리 
만기후 1개월 초과 이후 해지 시 : 보통예금이율","최고우대금리 : 0.35%
- 다시 거래하는 고객 우대(6개월 이상 정기예금 미보유 : 0.25%
(고시금리 미포함)
- 다시 거래하는 고객 우대(12개월 이상 정기예금 미보유 : 0.35%
(고시금리 미포함)",일부제한,개인,"가입금액 : 1십만원 이상 3천만원 이하
가입기간 : 7개월 ~24개월
1인1계좌
모바일전용가입상품",30000000.0,20250801,,202508010920
202508,0010345,HK00014,S,단리,6,3.2,3.2,애큐온저축은행,플러스회전식(6M)정기예금(영업점),영업점,"만기후 1개월 이내 해지 시 : 마지막 회전기간 약정금리
만기후 1개월 초과 이후 해지 시 : 보통예금이율",없음,제한없음,제한없음,"가입금액 : 1백만원 이상
가입기간 : 36개월(가입후 6개월 회전주기 단위로 약정이율 변동)
회전시 적용이율 : 회전시점 정기예금 1년금리+0.1%
중도해지이율 : 가입후 6개월 이내(정기예금 6개월내 중도해지 금리), 가입후 6개월 이후(회전기간 충족기간은 회전구간별 약정이율, 회전기간 미충족기간은 직전 회전시점 기본금리)",,20250801,,202508010920
202508,0010345,HK00014,M,복리,6,3.2,3.2,애큐온저축은행,플러스회전식(6M)정기예금(영업점),영업점,"만기후 1개월 이내 해지 시 : 마지막 회전기간 약정금리
만기후 1개월 초과 이후 해지 시 : 보통예금이율",없음,제한없음,제한없음,"가입금액 : 1백만원 이상
가입기간 : 36개월(가입후 6개월 회전주기 단위로 약정이율 변동)
회전시 적용이율 : 회전시점 정기예금 1년금리+0.1%
중도해지이율 : 가입후 6개월 이내(정기예금 6개월내 중도해지 금리), 가입후 6개월 이후(회전기간 충족기간은 회전구간별 약정이율, 회전기간 미충족기간은 직전 회전시점 기본금리)",,20250801,,202508010920
202508,0010345,HK00015,S,단리,6,3.3,3.3,애큐온저축은행,플러스회전식(6M)정기예금(모바일),스마트폰,"만기후 1개월 이내 해지 시 : 마지막 회전기간 약정금리
만기후 1개월 초과 이후 해지 시 : 보통예금이율",없음,제한없음,제한없음,"가입금액 : 1백만원 이상
가입기간 : 36개월(가입후 6개월 회전주기 단위로 약정이율 변동)
회전시 적용이율 : 회전시점 정기예금 1년금리+0.1%
중도해지이율 : 가입후 6개월 이내(정기예금 6개월내 중도해지 금리), 가입후 6개월 이후(회전기간 충족기간은 회전구간별 약정이율, 회전기간 미충족기간은 직전 회전시점 기본금리)",,20250801,,202508010920
202508,0010345,HK00015,M,복리,6,3.3,3.3,애큐온저축은행,플러스회전식(6M)정기예금(모바일),스마트폰,"만기후 1개월 이내 해지 시 : 마지막 회전기간 약정금리
만기후 1개월 초과 이후 해지 시 : 보통예금이율",없음,제한없음,제한없음,"가입금액 : 1백만원 이상
가입기간 : 36개월(가입후 6개월 회전주기 단위로 약정이율 변동)
회전시 적용이율 : 회전시점 정기예금 1년금리+0.1%
중도해지이율 : 가입후 6개월 이내(정기예금 6개월내 중도해지 금리), 가입후 6개월 이후(회전기간 충족기간은 회전구간별 약정이율, 회전기간 미충족기간은 직전 회전시점 기본금리)",,20250801,,202508010920
202508,0010346,24000,S,단리,1,1.2,1.2,OSB저축은행,정기예금,영업점,"-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용
-만기후 1개월 경과 : 보통예금 금리 적용",없음,제한없음,제한없음,"-가입금액 : 10만원 이상
-시장금리에 변동없는 최초 약정금리로 이자 수령",,20250625,,202506250841
202508,0010346,24000,S,단리,3,2.0,2.0,OSB저축은행,정기예금,영업점,"-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용
-만기후 1개월 경과 : 보통예금 금리 적용",없음,제한없음,제한없음,"-가입금액 : 10만원 이상
-시장금리에 변동없는 최초 약정금리로 이자 수령",,20250625,,202506250841
202508,0010346,24000,S,단리,6,2.8,2.8,OSB저축은행,정기예금,영업점,"-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용
-만기후 1개월 경과 : 보통예금 금리 적용",없음,제한없음,제한없음,"-가입금액 : 10만원 이상
-시장금리에 변동없는 최초 약정금리로 이자 수령",,20250625,,202506250841
202508,0010346,24000,S,단리,12,3.2,3.2,OSB저축은행,정기예금,영업점,"-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용
-만기후 1개월 경과 : 보통예금 금리 적용",없음,제한없음,제한없음,"-가입금액 : 10만원 이상
-시장금리에 변동없는 최초 약정금리로 이자 수령",,20250625,,202506250841
202508,0010346,24000,S,단리,24,3.2,3.2,OSB저축은행,정기예금,영업점,"-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용
-만기후 1개월 경과 : 보통예금 금리 적용",없음,제한없음,제한없음,"-가입금액 : 10만원 이상
-시장금리에 변동없는 최초 약정금리로 이자 수령",,20250625,,202506250841
202508,0010346,24000,S,단리,36,3.2,3.2,OSB저축은행,정기예금,영업점,"-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용
-만기후 1개월 경과 : 보통예금 금리 적용",없음,제한없음,제한없음,"-가입금액 : 10만원 이상
-시장금리에 변동없는 최초 약정금리로 이자 수령",,20250625,,202506250841
202508,0010346,24000,M,복리,1,1.2,1.2,OSB저축은행,정기예금,영업점,"-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용
-만기후 1개월 경과 : 보통예금 금리 적용",없음,제한없음,제한없음,"-가입금액 : 10만원 이상
-시장금리에 변동없는 최초 약정금리로 이자 수령",,20250625,,202506250841
202508,0010346,24000,M,복리,3,2.0,2.0,OSB저축은행,정기예금,영업점,"-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용
-만기후 1개월 경과 : 보통예금 금리 적용",없음,제한없음,제한없음,"-가입금액 : 10만원 이상
-시장금리에 변동없는 최초 약정금리로 이자 수령",,20250625,,202506250841
202508,0010346,24000,M,복리,6,2.8,2.8,OSB저축은행,정기예금,영업점,"-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용
-만기후 1개월 경과 : 보통예금 금리 적용",없음,제한없음,제한없음,"-가입금액 : 10만원 이상
-시장금리에 변동없는 최초 약정금리로 이자 수령",,20250625,,202506250841
202508,0010346,24000,M,복리,12,3.2,3.2,OSB저축은행,정기예금,영업점,"-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용
-만기후 1개월 경과 : 보통예금 금리 적용",없음,제한없음,제한없음,"-가입금액 : 10만원 이상
-시장금리에 변동없는 최초 약정금리로 이자 수령",,20250625,,202506250841
202508,0010346,24000,M,복리,24,3.2,3.2,OSB저축은행,정기예금,영업점,"-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용
-만기후 1개월 경과 : 보통예금 금리 적용",없음,제한없음,제한없음,"-가입금액 : 10만원 이상
-시장금리에 변동없는 최초 약정금리로 이자 수령",,20250625,,202506250841
202508,0010346,24000,M,복리,36,3.2,3.2,OSB저축은행,정기예금,영업점,"-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용
-만기후 1개월 경과 : 보통예금 금리 적용",없음,제한없음,제한없음,"-가입금액 : 10만원 이상
-시장금리에 변동없는 최초 약정금리로 이자 수령",,20250625,,202506250841
202508,0010346,24002,S,단리,1,1.2,1.2,OSB저축은행,인터넷정기예금,"인터넷,스마트폰","-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용
-만기후 1개월 경과 : 보통예금 금리 적용",없음,제한없음,제한없음,"-가입금액 : 10만원 이상
-시장금리에 변동없는 최초 약정금리로 이자 수령",,20250625,,202506250841
202508,0010346,24002,S,단리,3,2.0,2.0,OSB저축은행,인터넷정기예금,"인터넷,스마트폰","-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용
-만기후 1개월 경과 : 보통예금 금리 적용",없음,제한없음,제한없음,"-가입금액 : 10만원 이상
-시장금리에 변동없는 최초 약정금리로 이자 수령",,20250625,,202506250841
202508,0010346,24002,S,단리,6,2.8,2.8,OSB저축은행,인터넷정기예금,"인터넷,스마트폰","-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용
-만기후 1개월 경과 : 보통예금 금리 적용",없음,제한없음,제한없음,"-가입금액 : 10만원 이상
-시장금리에 변동없는 최초 약정금리로 이자 수령",,20250625,,202506250841
202508,0010346,24002,S,단리,12,3.25,3.25,OSB저축은행,인터넷정기예금,"인터넷,스마트폰","-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용
-만기후 1개월 경과 : 보통예금 금리 적용",없음,제한없음,제한없음,"-가입금액 : 10만원 이상
-시장금리에 변동없는 최초 약정금리로 이자 수령",,20250625,,202506250841
