dcls_month,fin_co_no,fin_prdt_cd,intr_rate_type,intr_rate_type_nm,rsrv_type,rsrv_type_nm,save_trm,intr_rate,intr_rate2,kor_co_nm,fin_prdt_nm,join_way,mtrt_int,spcl_cnd,join_deny,join_member,etc_note,max_limit,dcls_strt_day,dcls_end_day,fin_co_subm_day
202508,0010378,310004,S,단리,S,정액적립식,24,2.7,2.7,바로저축은행,스마트정기적금(인터넷),인터넷,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,제한 없음,"1. 최소납입금액 10,000원 이상",,20250115,,202501151310
202508,0010378,310004,S,단리,S,정액적립식,36,2.7,2.7,바로저축은행,스마트정기적금(인터넷),인터넷,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,제한 없음,"1. 최소납입금액 10,000원 이상",,20250115,,202501151310
202508,0010378,310009,S,단리,S,정액적립식,6,2.0,2.0,바로저축은행,SB톡톡 정기적금(비대면),스마트폰,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,제한 없음,"1. 최소납입금액 10,000원 이상",,20250115,,202501151310
202508,0010378,310009,S,단리,S,정액적립식,12,2.7,2.7,바로저축은행,SB톡톡 정기적금(비대면),스마트폰,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,제한 없음,"1. 최소납입금액 10,000원 이상",,20250115,,202501151310
202508,0010378,310009,S,단리,S,정액적립식,24,2.7,2.7,바로저축은행,SB톡톡 정기적금(비대면),스마트폰,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,제한 없음,"1. 최소납입금액 10,000원 이상",,20250115,,202501151310
202508,0010378,310009,S,단리,S,정액적립식,36,2.7,2.7,바로저축은행,SB톡톡 정기적금(비대면),스마트폰,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,제한 없음,"1. 최소납입금액 10,000원 이상",,20250115,,202501151310
202508,0010388,310005,S,단리,S,정액적립식,12,3.0,3.0,다올저축은행,퍼스트유 정기적금,영업점,"- 1개월 까지 : 당초 약정이율과 만기 시 약정이율을 비교하여 낮은 금리 적용 
- 1개월 초과 : 연0.1%","[※유의사항] 
-가입대상: 당행 첫거래 고객 
-1인 1계좌 / 영업점 전용상품 
-인터넷뱅킹가입 필수 (미성년자 제외) 
-가입금액: 최대 월 불입액 20만원",일부제한,개인 (당행 첫거래 고객),"* 중도해지이율 (입금액마다 경과기간별 차등 적용) 
- 1개월미만 : 가입일의 보통예금 금리 
- 6개월미만 : 약정이율X50% 
- 9개월미만 : 약정이율X55% 
- 12개월미만 : 약정이율X60% 
- 12개월이상 : 약정이율X70%",200000.0,20220822,,202204290849
202508,0010388,310005,S,단리,S,정액적립식,24,3.0,3.0,다올저축은행,퍼스트유 정기적금,영업점,"- 1개월 까지 : 당초 약정이율과 만기 시 약정이율을 비교하여 낮은 금리 적용 
- 1개월 초과 : 연0.1%","[※유의사항] 
-가입대상: 당행 첫거래 고객 
-1인 1계좌 / 영업점 전용상품 
-인터넷뱅킹가입 필수 (미성년자 제외) 
-가입금액: 최대 월 불입액 20만원",일부제한,개인 (당행 첫거래 고객),"* 중도해지이율 (입금액마다 경과기간별 차등 적용) 
- 1개월미만 : 가입일의 보통예금 금리 
- 6개월미만 : 약정이율X50% 
- 9개월미만 : 약정이율X55% 
- 12개월미만 : 약정이율X60% 
- 12개월이상 : 약정이율X70%",200000.0,20220822,,202204290849
202508,0010388,310005,S,단리,S,정액적립식,36,3.0,3.0,다올저축은행,퍼스트유 정기적금,영업점,"- 1개월 까지 : 당초 약정이율과 만기 시 약정이율을 비교하여 낮은 금리 적용 
- 1개월 초과 : 연0.1%","[※유의사항] 
-가입대상: 당행 첫거래 고객 
-1인 1계좌 / 영업점 전용상품 
-인터넷뱅킹가입 필수 (미성년자 제외) 
-가입금액: 최대 월 불입액 20만원",일부제한,개인 (당행 첫거래 고객),"* 중도해지이율 (입금액마다 경과기간별 차등 적용) 
- 1개월미만 : 가입일의 보통예금 금리 
- 6개월미만 : 약정이율X50% 
- 9개월미만 : 약정이율X55% 
- 12개월미만 : 약정이율X60% 
- 12개월이상 : 약정이율X70%",200000.0,20220822,,202204290849
202508,0010388,310006,S,단리,S,정액적립식,36,3.0,3.0,다올저축은행,직장인YES 정기적금,영업점,"- 1개월 까지 : 당초 약정이율과 만기 시 약정이율을 비교하여 낮은 금리 적용 
- 1개월 초과 : 연0.1%","[※유의사항] 
-가입대상: 직장인 (증빙서류 제출) 
-1인 1계좌 / 영업점 전용상품 
-인터넷뱅킹가입 필수 
-가입금액: 최대 월 불입액 30만원",일부제한,개인 (직장인),"* 중도해지이율 (입금액마다 경과기간별 차등 적용) 
- 1개월미만 : 가입일의 보통예금 금리 
- 6개월미만 : 약정이율X50% 
- 9개월미만 : 약정이율X55%
- 12개월미만 : 약정이율X60% 
- 12개월이상 : 약정이율X70%",300000.0,20220822,,202204290849
202508,0010388,310006,S,단리,S,정액적립식,24,3.0,3.0,다올저축은행,직장인YES 정기적금,영업점,"- 1개월 까지 : 당초 약정이율과 만기 시 약정이율을 비교하여 낮은 금리 적용 
- 1개월 초과 : 연0.1%","[※유의사항] 
-가입대상: 직장인 (증빙서류 제출) 
-1인 1계좌 / 영업점 전용상품 
-인터넷뱅킹가입 필수 
-가입금액: 최대 월 불입액 30만원",일부제한,개인 (직장인),"* 중도해지이율 (입금액마다 경과기간별 차등 적용) 
- 1개월미만 : 가입일의 보통예금 금리 
- 6개월미만 : 약정이율X50% 
- 9개월미만 : 약정이율X55%
- 12개월미만 : 약정이율X60% 
- 12개월이상 : 약정이율X70%",300000.0,20220822,,202204290849
202508,0010388,310006,S,단리,S,정액적립식,12,3.0,3.0,다올저축은행,직장인YES 정기적금,영업점,"- 1개월 까지 : 당초 약정이율과 만기 시 약정이율을 비교하여 낮은 금리 적용 
- 1개월 초과 : 연0.1%","[※유의사항] 
-가입대상: 직장인 (증빙서류 제출) 
-1인 1계좌 / 영업점 전용상품 
-인터넷뱅킹가입 필수 
-가입금액: 최대 월 불입액 30만원",일부제한,개인 (직장인),"* 중도해지이율 (입금액마다 경과기간별 차등 적용) 
- 1개월미만 : 가입일의 보통예금 금리 
- 6개월미만 : 약정이율X50% 
- 9개월미만 : 약정이율X55%
- 12개월미만 : 약정이율X60% 
- 12개월이상 : 약정이율X70%",300000.0,20220822,,202204290849
202508,0010388,310008,S,단리,S,정액적립식,12,3.0,3.0,다올저축은행,아이사랑 정기적금,영업점,"- 1개월 까지 : 당초 약정이율과 만기 시 약정이율을 비교하여 낮은 금리 적용 
- 1개월 초과 : 연0.1%","[※유의사항] 
-가입대상: 만7세 이하 미성년자 
-1인 1계좌 / 영업점 전용상품 (부모님 내방) 
-필요서류: 자녀 명의 가족관계서류, 기본증명서, 도장, 부모신분증 
-부모님 인터넷뱅킹가입 필수 
-가입금액: 최대 월 불입액 10만원",일부제한,개인 (만 7세 이하 미성년자),"* 중도해지이율 (입금액마다 경과기간별 차등 적용) 
- 1개월미만 : 가입일의 보통예금 금리 
- 6개월미만 : 약정이율X50% 
- 9개월미만 : 약정이율X55% 
- 12개월미만 : 약정이율X60% 
- 12개월이상 : 약정이율X70%",100000.0,20220822,,202204290849
202508,0010388,310008,S,단리,S,정액적립식,24,3.0,3.0,다올저축은행,아이사랑 정기적금,영업점,"- 1개월 까지 : 당초 약정이율과 만기 시 약정이율을 비교하여 낮은 금리 적용 
- 1개월 초과 : 연0.1%","[※유의사항] 
-가입대상: 만7세 이하 미성년자 
-1인 1계좌 / 영업점 전용상품 (부모님 내방) 
-필요서류: 자녀 명의 가족관계서류, 기본증명서, 도장, 부모신분증 
-부모님 인터넷뱅킹가입 필수 
-가입금액: 최대 월 불입액 10만원",일부제한,개인 (만 7세 이하 미성년자),"* 중도해지이율 (입금액마다 경과기간별 차등 적용) 
- 1개월미만 : 가입일의 보통예금 금리 
- 6개월미만 : 약정이율X50% 
- 9개월미만 : 약정이율X55% 
- 12개월미만 : 약정이율X60% 
- 12개월이상 : 약정이율X70%",100000.0,20220822,,202204290849
202508,0010388,310018,S,단리,S,정액적립식,6,3.3,3.3,다올저축은행,Fi 정기적금 (대면),영업점,"- 1개월 까지 : 당초 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1%",없음,제한없음,제한없음,"* 중도해지이율 (입금액마다 경과기간별 차등 적용)
- 1개월미만 : 가입일의 보통예금 금리
- 6개월미만 : 약정이율X50%
- 9개월미만 : 약정이율X55%
- 12개월미만 : 약정이율X60%
- 12개월이상 : 약정이율X70%",,20241205,,202412050827
202508,0010388,310018,S,단리,S,정액적립식,12,3.8,3.8,다올저축은행,Fi 정기적금 (대면),영업점,"- 1개월 까지 : 당초 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1%",없음,제한없음,제한없음,"* 중도해지이율 (입금액마다 경과기간별 차등 적용)
- 1개월미만 : 가입일의 보통예금 금리
- 6개월미만 : 약정이율X50%
- 9개월미만 : 약정이율X55%
- 12개월미만 : 약정이율X60%
- 12개월이상 : 약정이율X70%",,20241205,,202412050827
202508,0010388,310018,S,단리,S,정액적립식,24,4.0,4.0,다올저축은행,Fi 정기적금 (대면),영업점,"- 1개월 까지 : 당초 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1%",없음,제한없음,제한없음,"* 중도해지이율 (입금액마다 경과기간별 차등 적용)
- 1개월미만 : 가입일의 보통예금 금리
- 6개월미만 : 약정이율X50%
- 9개월미만 : 약정이율X55%
- 12개월미만 : 약정이율X60%
- 12개월이상 : 약정이율X70%",,20241205,,202412050827
202508,0010388,310018,S,단리,S,정액적립식,36,4.0,4.0,다올저축은행,Fi 정기적금 (대면),영업점,"- 1개월 까지 : 당초 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1%",없음,제한없음,제한없음,"* 중도해지이율 (입금액마다 경과기간별 차등 적용)
- 1개월미만 : 가입일의 보통예금 금리
- 6개월미만 : 약정이율X50%
- 9개월미만 : 약정이율X55%
- 12개월미만 : 약정이율X60%
- 12개월이상 : 약정이율X70%",,20241205,,202412050827
202508,0010388,310019,S,단리,S,정액적립식,6,3.3,3.3,다올저축은행,Fi 정기적금 (비대면),"인터넷,스마트폰","- 1개월 까지 : 당초 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1%",없음,제한없음,제한없음,"* 중도해지이율 (입금액마다 경과기간별 차등 적용)
- 1개월미만 : 가입일의 보통예금 금리
- 6개월미만 : 약정이율X50%
- 9개월미만 : 약정이율X55%
- 12개월미만 : 약정이율X60%
- 12개월이상 : 약정이율X70%",,20241205,,202412050827
202508,0010388,310019,S,단리,S,정액적립식,12,3.8,3.8,다올저축은행,Fi 정기적금 (비대면),"인터넷,스마트폰","- 1개월 까지 : 당초 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1%",없음,제한없음,제한없음,"* 중도해지이율 (입금액마다 경과기간별 차등 적용)
- 1개월미만 : 가입일의 보통예금 금리
- 6개월미만 : 약정이율X50%
- 9개월미만 : 약정이율X55%
- 12개월미만 : 약정이율X60%
- 12개월이상 : 약정이율X70%",,20241205,,202412050827
202508,0010388,310019,S,단리,S,정액적립식,24,4.0,4.0,다올저축은행,Fi 정기적금 (비대면),"인터넷,스마트폰","- 1개월 까지 : 당초 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1%",없음,제한없음,제한없음,"* 중도해지이율 (입금액마다 경과기간별 차등 적용)
- 1개월미만 : 가입일의 보통예금 금리
- 6개월미만 : 약정이율X50%
- 9개월미만 : 약정이율X55%
- 12개월미만 : 약정이율X60%
- 12개월이상 : 약정이율X70%",,20241205,,202412050827
202508,0010388,310019,S,단리,S,정액적립식,36,4.0,4.0,다올저축은행,Fi 정기적금 (비대면),"인터넷,스마트폰","- 1개월 까지 : 당초 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1%",없음,제한없음,제한없음,"* 중도해지이율 (입금액마다 경과기간별 차등 적용)
- 1개월미만 : 가입일의 보통예금 금리
- 6개월미만 : 약정이율X50%
- 9개월미만 : 약정이율X55%
- 12개월미만 : 약정이율X60%
- 12개월이상 : 약정이율X70%",,20241205,,202412050827
202508,0010389,31,S,단리,S,정액적립식,36,2.6,2.6,유안타저축은행,정기적금,영업점,"만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리",없음,제한없음,제한없음,없음,,20250226,,202502261022
202508,0010389,31,S,단리,S,정액적립식,24,2.6,2.6,유안타저축은행,정기적금,영업점,"만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리",없음,제한없음,제한없음,없음,,20250226,,202502261022
202508,0010389,31,S,단리,S,정액적립식,12,3.0,3.0,유안타저축은행,정기적금,영업점,"만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리",없음,제한없음,제한없음,없음,,20250226,,202502261022
202508,0010389,31-1,S,단리,S,정액적립식,12,3.0,3.0,유안타저축은행,e-정기적금,"인터넷,스마트폰","만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리",없음,제한없음,제한없음,없음,,20250226,,202502261022
202508,0010389,31-1,S,단리,S,정액적립식,24,2.6,2.6,유안타저축은행,e-정기적금,"인터넷,스마트폰","만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리",없음,제한없음,제한없음,없음,,20250226,,202502261022
202508,0010389,31-1,S,단리,S,정액적립식,36,2.6,2.6,유안타저축은행,e-정기적금,"인터넷,스마트폰","만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리",없음,제한없음,제한없음,없음,,20250226,,202502261022
202508,0010389,31-2,S,단리,S,정액적립식,12,3.0,6.0,유안타저축은행,아이행복적금,영업점,"만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리","※ 최고우대금리 : 3.00 %p
- 신규 가입일 당시 18세 이하 자녀 2명 이상인 경우 : 1.00 %p
- 의료기관에서 발급받은 임신확인서 제출하는 경우 또는
신규 가입일 당시 2년 이내 출생한 자녀의 부모인 경우 : 1.00 %p
- 한부모가정의 부모인 경우 : 1.00 %p",일부제한,? 아래의 조건 중 하나 이상을 충족하는 19세 이상 실명의 개인(1인 1계좌) - 18세 이하 자녀가 2명 이상인 부모 - 본인 혹은 배우자가 출산 예정인 자 - 신규 가입일 기준 2년 이내 출생 자녀를 둔 부모,"1. 1인당 가입한도 : 월 1만원 ~ 30만원
2. 창구 가입 전용상품
3. 가입기간 12개월 한정
4. 판매한도 : 300좌(한도 소진 시 판매 중지)",300000.0,20250630,,202506300811
202508,0010389,31-2,M,복리,S,정액적립식,12,3.0,6.0,유안타저축은행,아이행복적금,영업점,"만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리","※ 최고우대금리 : 3.00 %p
- 신규 가입일 당시 18세 이하 자녀 2명 이상인 경우 : 1.00 %p
- 의료기관에서 발급받은 임신확인서 제출하는 경우 또는
신규 가입일 당시 2년 이내 출생한 자녀의 부모인 경우 : 1.00 %p
- 한부모가정의 부모인 경우 : 1.00 %p",일부제한,? 아래의 조건 중 하나 이상을 충족하는 19세 이상 실명의 개인(1인 1계좌) - 18세 이하 자녀가 2명 이상인 부모 - 본인 혹은 배우자가 출산 예정인 자 - 신규 가입일 기준 2년 이내 출생 자녀를 둔 부모,"1. 1인당 가입한도 : 월 1만원 ~ 30만원
2. 창구 가입 전용상품
3. 가입기간 12개월 한정
4. 판매한도 : 300좌(한도 소진 시 판매 중지)",300000.0,20250630,,202506300811
202508,0010390,310007,S,단리,S,정액적립식,6,2.5,2.5,고려저축은행,정기적금,영업점,"*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,제한없음,비거주 외국인 외 제한없음,-,,20240531,,202405311703
202508,0010390,310007,S,단리,S,정액적립식,12,4.0,4.0,고려저축은행,정기적금,영업점,"*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,제한없음,비거주 외국인 외 제한없음,-,,20240531,,202405311703
202508,0010390,310007,S,단리,S,정액적립식,24,3.5,3.5,고려저축은행,정기적금,영업점,"*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,제한없음,비거주 외국인 외 제한없음,-,,20240531,,202405311703
202508,0010390,310007,S,단리,S,정액적립식,36,3.2,3.2,고려저축은행,정기적금,영업점,"*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,제한없음,비거주 외국인 외 제한없음,-,,20240531,,202405311703
202508,0010390,310008,S,단리,S,정액적립식,6,2.5,2.5,고려저축은행,응답하라2030정기적금,영업점,"*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,제한없음,*만20~30대만 가입가능 (나이제한),-,,20240531,,202405311703
202508,0010390,310008,S,단리,S,정액적립식,12,4.0,4.0,고려저축은행,응답하라2030정기적금,영업점,"*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,제한없음,*만20~30대만 가입가능 (나이제한),-,,20240531,,202405311703
202508,0010390,310008,S,단리,S,정액적립식,24,3.5,3.5,고려저축은행,응답하라2030정기적금,영업점,"*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,제한없음,*만20~30대만 가입가능 (나이제한),-,,20240531,,202405311703
202508,0010390,310008,S,단리,S,정액적립식,36,3.2,3.2,고려저축은행,응답하라2030정기적금,영업점,"*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,제한없음,*만20~30대만 가입가능 (나이제한),-,,20240531,,202405311703
202508,0010390,310009,S,단리,S,정액적립식,36,3.2,3.2,고려저축은행,씨앗정기적금,영업점,"*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,제한없음,제한없음,-,,20240531,,202405311703
202508,0010390,310009,S,단리,S,정액적립식,24,3.5,3.5,고려저축은행,씨앗정기적금,영업점,"*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,제한없음,제한없음,-,,20240531,,202405311703
202508,0010390,310009,S,단리,S,정액적립식,12,4.0,4.0,고려저축은행,씨앗정기적금,영업점,"*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,제한없음,제한없음,-,,20240531,,202405311703
202508,0010390,310009,S,단리,S,정액적립식,6,2.5,2.5,고려저축은행,씨앗정기적금,영업점,"*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,제한없음,제한없음,-,,20240531,,202405311703
202508,0010390,310010,S,단리,S,정액적립식,6,2.5,2.5,고려저축은행,정기적금(비대면),"인터넷,스마트폰","*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,제한없음,비거주 외국인 외 제한없음,-,,20240531,,202405311703
202508,0010390,310010,S,단리,S,정액적립식,12,4.0,4.0,고려저축은행,정기적금(비대면),"인터넷,스마트폰","*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,제한없음,비거주 외국인 외 제한없음,-,,20240531,,202405311703
202508,0010390,310010,S,단리,S,정액적립식,24,3.5,3.5,고려저축은행,정기적금(비대면),"인터넷,스마트폰","*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,제한없음,비거주 외국인 외 제한없음,-,,20240531,,202405311703
202508,0010390,310010,S,단리,S,정액적립식,36,3.2,3.2,고려저축은행,정기적금(비대면),"인터넷,스마트폰","*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,제한없음,비거주 외국인 외 제한없음,-,,20240531,,202405311703
202508,0010390,310016,S,단리,S,정액적립식,6,2.5,2.5,고려저축은행,보고파 정기적금,"인터넷,스마트폰","*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,제한없음,비거주 외국인 외 제한없음,"-1인당 최대 100만원까지 가입가능
-1인1계좌 제한
-가입기간 : 6개월~36개월",1000000.0,20240531,,202405311703
202508,0010390,310016,S,단리,S,정액적립식,12,4.0,4.0,고려저축은행,보고파 정기적금,"인터넷,스마트폰","*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,제한없음,비거주 외국인 외 제한없음,"-1인당 최대 100만원까지 가입가능
-1인1계좌 제한
-가입기간 : 6개월~36개월",1000000.0,20240531,,202405311703
202508,0010390,310016,S,단리,S,정액적립식,24,3.5,3.5,고려저축은행,보고파 정기적금,"인터넷,스마트폰","*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,제한없음,비거주 외국인 외 제한없음,"-1인당 최대 100만원까지 가입가능
-1인1계좌 제한
-가입기간 : 6개월~36개월",1000000.0,20240531,,202405311703
202508,0010390,310016,S,단리,S,정액적립식,36,3.2,3.2,고려저축은행,보고파 정기적금,"인터넷,스마트폰","*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,제한없음,비거주 외국인 외 제한없음,"-1인당 최대 100만원까지 가입가능
-1인1계좌 제한
-가입기간 : 6개월~36개월",1000000.0,20240531,,202405311703
202508,0010390,310017,S,단리,S,정액적립식,6,3.0,3.0,고려저축은행,마이버킷 정기적금,스마트폰,"-1개월이내:당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
-1개월초과:보통예금이자율(현재0.1%)",-,제한없음,비거주 외국인 외 제한없음,"-고뱅크 어플 전용 상품
-1인당 최대 100만원까지 가입가능
-가입기간:6개월~12개월
-1인 1계좌 제한",1000000.0,20241231,,202412311706
202508,0010390,310017,S,단리,S,정액적립식,12,4.0,4.0,고려저축은행,마이버킷 정기적금,스마트폰,"-1개월이내:당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
-1개월초과:보통예금이자율(현재0.1%)",-,제한없음,비거주 외국인 외 제한없음,"-고뱅크 어플 전용 상품
-1인당 최대 100만원까지 가입가능
-가입기간:6개월~12개월
-1인 1계좌 제한",1000000.0,20241231,,202412311706
202508,0010390,310024,S,단리,S,정액적립식,6,1.0,3.0,고려저축은행,마이버킷플러스 정기적금+신한카드 이용이벤트 (기간한정판매 : 2025.05.26 ~ 2025.08.25),스마트폰,"-1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
-1개월초과: 보통예금이자율(현재0.1%)",-만기유지시 2.00%,제한없음,비거주 외국인 외 제한없음,"- 모바일 전용 상품
- 1인 1계좌 제한
- 가입기간 : 6개월(단일)
- 월불입액 : 30만원(단일)
'- 신한카드 이용이벤트 : 요건 충족시 연20%(105,000원) 카드사에서 제공
* 이용이벤트 관련 문의사항은 신한카드 고객센터(1544-7000) 에서 확인 가능합니다.",,20250602,,202506021736
202508,0010391,KJ0001B,S,단리,S,정액적립식,24,2.5,2.5,국제저축은행,꿈 찾아 정기적금,영업점,"만기후 1개월까지는 계약당시 금리와 만기시점 해당금리를 비교하여 낮은 금리 적용
만기후 1개월 초과 이후로는 보통예금 금리 적용",없음,제한없음,제한없음,"만기후 1개월까지는 계약당시 금리와 만기시점 해당금리를 비교하여 낮은 금리 적용
만기후 1개월 초과 이후로는 보통예금 금리 적용",,20250613,,202506130848
202508,0010391,KJ0001B,S,단리,S,정액적립식,12,3.0,3.0,국제저축은행,꿈 찾아 정기적금,영업점,"만기후 1개월까지는 계약당시 금리와 만기시점 해당금리를 비교하여 낮은 금리 적용
만기후 1개월 초과 이후로는 보통예금 금리 적용",없음,제한없음,제한없음,"만기후 1개월까지는 계약당시 금리와 만기시점 해당금리를 비교하여 낮은 금리 적용
만기후 1개월 초과 이후로는 보통예금 금리 적용",,20250613,,202506130848
